machin,"[[351, 1]]"
nonuniform,"[[35, 1], [47, 1]]"
actual,"[[7, 1], [73, 1], [97, 1], [240, 1], [245, 1], [247, 1], [248, 1], [269, 1], [270, 1], [283, 1], [302, 1], [303, 1], [350, 1], [404, 1], [406, 1], [419, 1]]"
constraint,"[[242, 1], [265, 1], [344, 1]]"
slightli,"[[320, 1]]"
modal,"[[24, 1]]"
idf,"[[248, 1], [284, 1]]"
na√,"[[222, 1]]"
consid,"[[95, 1], [125, 1], [160, 1]]"
log,"[[97, 1], [222, 1]]"
suffici,"[[51, 1]]"
pictur,"[[382, 1]]"
support,"[[184, 1], [413, 2]]"
there,"[[194, 1], [294, 1], [369, 1], [399, 1]]"
question,"[[78, 1], [82, 1], [102, 1], [138, 1], [331, 1], [432, 1]]"
avail,"[[13, 1], [19, 1]]"
reli,"[[187, 1], [228, 1]]"
includ,"[[259, 1]]"
lot,"[[58, 1], [291, 1], [311, 1], [364, 1], [377, 1]]"
function,"[[65, 1], [88, 1], [92, 1], [100, 1], [146, 1], [167, 1], [190, 1], [269, 1], [321, 1], [395, 1], [419, 1]]"
form,"[[170, 1], [202, 1], [240, 1], [402, 1]]"
but,"[[6, 1], [49, 1], [173, 1], [249, 1], [272, 1], [275, 1], [335, 1], [343, 1], [376, 1], [398, 1], [404, 1], [442, 1]]"
maxim,"[[370, 1], [401, 1], [405, 1]]"
posterior,"[[33, 1], [86, 2], [280, 1], [385, 1], [401, 1], [405, 1]]"
delta,"[[61, 1], [142, 1], [150, 1], [225, 1], [247, 1], [334, 1], [345, 1], [410, 1], [411, 1]]"
line,"[[380, 1]]"
highest,"[[88, 1], [99, 1], [113, 1], [147, 1]]"
categor,"[[22, 1], [25, 1], [109, 1], [120, 1], [172, 1], [207, 1], [270, 1], [275, 1], [288, 1], [369, 1], [406, 1], [435, 1]]"
count,"[[27, 1], [55, 1], [61, 1], [90, 1], [101, 1], [103, 1], [148, 1], [204, 1], [244, 1], [247, 1], [266, 1], [328, 1], [354, 1], [403, 1], [430, 1], [431, 1]]"
notat,"[[367, 1]]"
made,"[[4, 1], [89, 1], [412, 1], [418, 1]]"
possibl,"[[149, 1]]"
clearli,"[[229, 1], [292, 1]]"
smooth,"[[29, 1], [87, 1], [117, 1], [145, 1], [149, 1], [156, 1], [159, 1], [174, 1], [289, 1], [294, 1], [311, 1], [324, 1], [329, 1], [360, 1], [411, 1], [446, 1]]"
maximum,"[[4, 1], [290, 1]]"
us,"[[131, 1], [214, 1], [249, 1], [306, 1], [343, 1], [373, 1], [380, 1], [399, 1], [446, 1]]"
again,"[[429, 1]]"
problem,"[[25, 1], [26, 1], [110, 1], [115, 1], [117, 1], [124, 1], [185, 1], [187, 1], [190, 1], [206, 1], [246, 1], [273, 1], [290, 1], [305, 1], [343, 1], [415, 1], [427, 1], [435, 1], [442, 1]]"
similar,"[[7, 1], [334, 1], [442, 1]]"
connect,"[[175, 1], [371, 1], [437, 1]]"
classif,"[[16, 1], [310, 1]]"
featur,"[[42, 1], [56, 1], [67, 1], [90, 1], [118, 1], [123, 1], [306, 1], [316, 1], [335, 1], [356, 1], [358, 2], [390, 1], [413, 1], [427, 1]]"
bigram,"[[179, 1]]"
ad,"[[28, 1], [197, 1], [410, 1]]"
certain,"[[170, 1]]"
textbook,"[[253, 1]]"
lectur,"[[69, 1], [260, 1], [341, 1]]"
To,"[[390, 1]]"
proport,"[[170, 1], [346, 1], [403, 1]]"
probabl,"[[5, 1], [33, 1], [37, 1], [41, 1], [49, 1], [53, 1], [63, 1], [71, 1], [74, 1], [79, 1], [80, 1], [81, 1], [84, 1], [86, 1], [89, 1], [97, 1], [104, 1], [113, 1], [116, 1], [132, 1], [149, 1], [165, 1], [215, 1], [222, 1], [231, 1], [242, 1], [256, 1], [263, 1], [271, 1], [277, 1], [280, 1], [289, 1], [290, 1], [297, 1], [309, 1], [317, 1], [328, 1], [329, 1], [332, 1], [346, 1], [347, 1], [357, 1], [362, 1], [366, 1], [373, 1], [377, 1], [386, 1], [387, 1], [388, 1], [393, 1], [394, 1], [396, 1], [401, 1], [405, 1], [408, 1], [411, 1], [412, 1], [440, 1]]"
denot,"[[31, 1], [56, 1], [390, 2], [428, 1]]"
when,"[[208, 1], [416, 1]]"
detail,"[[243, 1]]"
rememb,"[[167, 1]]"
test,"[[13, 1], [252, 1]]"
realiti,"[[14, 1]]"
symbol,"[[327, 1]]"
T2,"[[203, 1]]"
T1,"[[161, 1]]"
notic,"[[80, 1], [377, 1]]"
vocabulari,"[[95, 1], [128, 1], [264, 1]]"
easili,"[[250, 1]]"
longer,"[[24, 1]]"
pseudo,"[[103, 1]]"
rule,"[[16, 1], [232, 1], [359, 1]]"
discrimin,"[[220, 1], [260, 1], [287, 1], [310, 1], [315, 1]]"
ignor,"[[247, 1]]"
time,"[[26, 1], [75, 1], [119, 1], [410, 1], [415, 1], [429, 1], [431, 1]]"
